created_at	reposts_count	comments_count	attitudes_count	text
2015-07-11	9	190	459	谢谢今天的应援哦~ 我已经上高铁啦不用担心<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span>你们也要注意安全<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>然后祝九九小盆宇生日快乐~么么哒~~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_dangao-a3a218d74a.png" style="width:1em;height:1em;" alt="[蛋糕]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_dangao-a3a218d74a.png" style="width:1em;height:1em;" alt="[蛋糕]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_dangao-a3a218d74a.png" style="width:1em;height:1em;" alt="[蛋糕]"></span> ​​​
2015-07-14	19	202	546	bibibibibibi好久不见<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>~回来的第一天就被房间里的一只虫子吓傻了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2015-07-16	15	146	467	晚上好啊~啊~啊~啊~啊~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span>明天下午5.30-6.00和桃酥酥一起微信访谈嗷~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span>（并不知道刚才发森了什么<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_dahaqi-6a5eb3a95c.png" style="width:1em;height:1em;" alt="[哈欠]"></span> ​​​
2015-07-26	26	97	532	今天握手会大家都辛苦啦💦 见到你们真的很开心呢<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>~难得有这样的机会可以好好看看你们~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>非常谢谢大家的支持（鞠躬）加了糖的束宝大家还满意吗<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png" style="width:1em;height:1em;" alt="[哈哈]"></span>明天见咯~ ​​​
2015-07-27	50	266	723	&gt; &lt; 顶着这么热的天气来参加合签真的辛苦啦~非常感谢一直以来的喜欢和支持~谢谢！！！ <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> 然后我也实力合了下… 23333 <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> ​​​
2015-08-01	17	168	471	晚上好吖~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 许久不在公演上见到了~有一点点想念初恋小束砸么w~ 明天见啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> （话说去年今天好像是我第一次去剧场呢…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span>） ​​​
2015-08-07	24	201	539	晚上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 刚下过雨非常凉快～不知道上海的天气怎么样呢…每次回家都会格外的想念你们<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_weiqu-83e444b6cb.png" style="width:1em;height:1em;" alt="[委屈]"></span> ​​​
2015-08-09	31	152	716	<a href='https://m.weibo.cn/n/肉票大魔王'>@肉票大魔王</a> 祝你生日快乐哟~🎂 ​​​
2015-08-11	30	205	935	晚上好啊~ 和聪聪出来散步了~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> ​​​
2015-08-13	34	136	475	被罩2.0 <a data-url="http://t.cn/RL1bsmp" href="https://m.weibo.cn/p/index?containerid=23044480b48343d6b4fe7aadc54b20b3705718&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CvG4vrBMi%2C5491330253%2CCvG4vrBMi%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-08-14	18	143	436	晚上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span>～ 明天见啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_qiuguanzhu-fab2d61cc5.png" style="width:1em;height:1em;" alt="[求关注]"></span> <a data-url="http://t.cn/RLB7qvU" href="https://m.weibo.cn/p/index?containerid=2304447c21ae53b4b4d6d364ceeec896ec8f37&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CvOD8kq7q%2C5491330253%2CCvOD8kq7q%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-08-15	25	204	582	蟹蟹大家今天的应援～ mc真的很抱歉<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span>其实公演前和妈妈一起准备了这个mc…结果还是搞砸了…非常对不起<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_weiqu-83e444b6cb.png" style="width:1em;height:1em;" alt="[委屈]"></span>明天见啦～ ​​​
2015-08-17	21	183	529	今天和天草一起去看lpl了～（冉而在路上被她安利了切水果<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>…） ​​​
2015-08-20	13	71	439	<a href='https://m.weibo.cn/n/束宝的束袋熊'>@束宝的束袋熊</a>   ✨Surprise✨ 生日快乐～ ​​​
2015-08-21	30	82	457	<a href='https://m.weibo.cn/n/KID-NIGHT'>@KID-NIGHT</a> 生日快乐哟~🎂 ​​​
2015-08-23	14	157	515	晚上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span>谢谢今天的应援~大家辛苦啦~ 对于今天被怼的事情…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>没什么好说的…默默的把这些人移出了好友圈→_→<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span> ​​​
2015-08-24	23	148	635	明天是悲伤的一天…是崩溃的一天…明天不想发微博<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> 晚安～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span> ​​​
2015-08-25	49	233	604	看到有小伙伴想看我和miyo合唱，于是我们准备了一段rap<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>其实我们才是压轴的w<a href='https://m.weibo.cn/n/snh48-杨慧婷-'>@snh48-杨慧婷-</a> <a data-url="http://t.cn/RyvOI3g" href="https://m.weibo.cn/p/index?containerid=230444b11dc1cab538def53ea12c8aa4019511&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CxvrkDMGV%2C5491330253%2CCxvrkDMGV%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-08-29	26	189	552	谢谢大家今天的应援<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>～能和s队的前辈们一起公演真的很开心！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 下次联合公演我会有新的unit哦~嘿嘿~另外我也要回去上学啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span>以后相遇就看缘分了…最后分享下你们眼中的我<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2015-09-01	17	154	563	晚上好~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 我一定要在这个夏天结束前吃很多很多的椰子<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-8698b3ad3f.png" style="width:1em;height:1em;" alt="[笑哈哈]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span> ​​​
2015-09-05	28	110	532	<a href='https://m.weibo.cn/n/怪兽的蓝胖次'>@怪兽的蓝胖次</a> x18 祝你生日快乐🎂 ​​​
2015-09-07	26	124	592	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_fuyun-eafe0ef555.png" style="width:1em;height:1em;" alt="[浮云]"></span>日记（周记：天气晴，微风。今天是美好的休息日，天空很美，最喜欢这样的晴天了。下午跟天草baby出去吃，陪她配了一副眼镜，感觉她和菌菇是同款脑回路。[悲催]然后一想到明天不淹死也要喝很多水，心底就弥漫着一股淡淡的忧伤[互相膜拜]…… ​​​
2015-09-10	14	97	252	今天是教师节噢💙 感谢从小到大悉心栽培我的老师们👏🏻 也祝所有的老师节日快乐 遇到像我一样可爱的学生😁~ <a data-url="http://t.cn/Rybi2ya" href="https://m.weibo.cn/p/index?containerid=2304440eec7b9099123983ca42ab8ce9bc4d99&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CzVfY3Ymm%2C5491330253%2CCzVfY3Ymm%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-09-13	11	93	421	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png" style="width:1em;height:1em;" alt="[可爱]"></span> ​​​
2015-09-16	8	182	484	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span>我被桃子取关了… ​​​
2015-09-20	32	141	523	莫名的出现了一个bug…不过好像还蛮配的<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> ​​​
2015-09-20	5	84	380	我以为二水半夜来喂我椰子冻吃 心里十分感动。然而她只是让我帮她尝下坏了没有<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2015-09-21	25	123	616	今天的自拍和椰子<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2015-09-25	18	133	431	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>和聪聪出来吃饭 她说她吃不下了（哦。）接着又加了一份排骨，然后次了两个椰子<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2015-09-26	22	113	554	认识闫明筠这么久……第一次觉得她帅😳 ​​​
2015-09-27	26	148	546	平静的一天<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_weifeng-7dc062ea5b.png" style="width:1em;height:1em;" alt="[微风]"></span> ​​​
2015-09-27	13	241	428	中秋节快乐～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span> 烤肉出自水老板～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png" style="width:1em;height:1em;" alt="[鼓掌]"></span> ​​​
2015-09-29	20	160	474	2号和4号的公演都在哒~眼睛也快好了不用担心~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2015-10-03	37	193	683	yby则个gay竟然真的亲下去了…下去了…去了…了…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>我选择死亡 ​​​
2015-10-06	40	149	800	今天去了line cafe～ 对熊完全没有抵抗力<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>～ ​​​
2015-10-07	14	153	538	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2015-10-10	16	118	513	晚上好～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span>虽然没有双马尾也强行过节啦～ ​​​
2015-10-12	39	93	536	说好的安利～可以让人心情变好的双皮奶<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>晚安啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> <a data-url="http://t.cn/RynmlGQ" href="https://m.weibo.cn/p/index?containerid=23044412add52064b8d0aa183efa0341420f5c&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CEFlWxY3m%2C5491330253%2CCEFlWxY3m%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-10-12	14	74	389	<a href='https://m.weibo.cn/n/一莲托生君'>@一莲托生君</a> 😊Happy birthday~🎂🎂🎂 ​​​
2015-10-16	28	76	540	平安抵达北京～谢谢送机和接机的小伙伴们大家辛苦啦😊～还看到了自己的应援毛巾好开心💙唯一遗憾是糖葫芦被stf收走了…怨念～ <a data-url="http://t.cn/Ryrrtil" href="https://m.weibo.cn/p/index?containerid=230444001754cf72cd786d7385761a2c973df7&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=CFpjPhkzA%2C5491330253%2CCFpjPhkzA%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-10-19	15	115	364	没有奶茶 炒酸奶 烧烤 椰子冻和双皮奶的人生是不完整的[悲催] ​​​
2015-10-20	27	137	456	杭州菜真的好好吃 减肥计划被迫暂停一天[悲催]另外安利一个新的游戏FRVR…玩的停不下来了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> 晚安啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2015-10-25	56	115	245	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_dahaqi-6a5eb3a95c.png" style="width:1em;height:1em;" alt="[哈欠]"></span> <a data-url="http://t.cn/RU2rQ15" href="http://photo.weibo.com/h5/repost/reppic_id/1022:230796a6145451d62aac9b711ec3e4887aec42?url_type=39&object_type=collection&pos=1&luicode=10000011&lfid=1076035491330253&ep=D0MEEiGiK%2C5491330253%2CCEBVAmcbp%2C1998412373" data-hide=""><span class="url-icon"><img src="//h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png"></span></i><span class="surl-text">查看图片</a>
2015-11-01	18	104	507	事实证明宝宝并不能做到好好走路<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> 不过衣服好可爱<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span> 还是很愉快的走完啦～ <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>晚安～ ​​​
2015-11-08	52	234	457	<a href='https://m.weibo.cn/n/SNH48-邵雪聪-'>@SNH48-邵雪聪-</a> <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> <a data-url="http://t.cn/RUNPeUp" href="https://m.weibo.cn/p/index?containerid=2304445c38cbf76e0496c563be99477d7b0fca&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=D2XfdoR29%2C5491330253%2CD2XfdoR29%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-11-12	92	194	688	你们要看的solo（rap）版爱之色<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> 不要欺负老实人了哼<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> <a data-url="http://t.cn/RUlG8Uk" href="https://m.weibo.cn/p/index?containerid=230444a4b0d278a35ace05e105bcf576648df1&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=D3z2egqfG%2C5491330253%2CD3z2egqfG%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-11-20	35	137	655	深夜报社（冉而报到了自己<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>）好饿啊……<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_leiliumanmian-e20a81b9b2.png" style="width:1em;height:1em;" alt="[泪流满面]"></span> 嗯……明天见啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>～ ​​​
2015-11-22	15	179	451	耶 ​​​
2015-11-28	45	135	518	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span> ​​​
2015-11-28	72	346	830	直播间播视频的stf已经被我干掉了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> ​​​
2015-12-01	125	273	715	我和ymj的日常系列…→_→ 感谢后期<a href='https://m.weibo.cn/n/SNH48-杨韫玉--'>@SNH48-杨韫玉--</a> <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> <a data-url="http://t.cn/RUDI0vE" href="https://m.weibo.cn/p/index?containerid=230444cf162bda1b4b4f39e70eef0dab972afd&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=D6qQsjU0R%2C5491330253%2CD6qQsjU0R%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2015-12-07	22	153	557	大概还不晚…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 晚安啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2015-12-07	40	232	592	谢谢大家今晚的陪伴拍摄！！辛苦啦！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>啊啊啊啊啊啊啊啊啊啊晚安<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2015-12-08	28	207	635	……我在x队呆不下去了 去天台了 再见 ​​​
2015-12-11	27	234	854	谢谢！遇到真心喜欢我的你们让我在snh的每一秒都很值得。下次见啦~😉 ​​​
2015-12-13	19	141	603	我也想你们 晚安<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2015-12-17	21	168	535	果咩…刚刚忘记打字了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> ​​​
2015-12-23	12	150	624	从今天起宝宝要做个女孩纸！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span>晚安啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2015-12-24	54	182	691	平安夜快乐～🍎🍎 ​​​
2015-12-25	30	227	678	我握手会旁边的stf是活动三<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_chijing-709027feca.png" style="width:1em;height:1em;" alt="[哆啦A梦吃惊]"></span> ​​​
2015-12-27	16	100	465	谢谢大家的支持！见到你们真的很开心～ 今天的束宝宝是不是也超级甜呢<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png" style="width:1em;height:1em;" alt="[太开心]"></span> 另外1.1大概会上公演啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2015-12-28	16	149	458	我知道你们看我自拍是什么心情了👽 ​​​
2015-12-29	16	190	536	我这么温柔可爱善良爱干净！不辞辛劳的打扫卫生！作息时间规律督促你早睡早起！天天给你投食买吃的！衣柜里的衣服都随便你穿！每天关灯关空调的也是我！简直中国良心室友典范好吗！哪！奇！葩！了！ymj你给我解释清楚<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2015-12-30	11	144	603	又到了打游戏时引以为傲的手速败给群里那些老女人的时候了…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2015-12-31	35	203	745	我发誓这是我今年最后一次来嘉兴路<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_haojiong-7bd315c193.png" style="width:1em;height:1em;" alt="[好囧]"></span> ​​​
2016-01-01	26	130	542	<a class='k' href='https://m.weibo.cn/k/SNH48%E9%99%AA%E4%BD%A0%E8%B7%A8%E8%B6%8A2016?from=feed'>#SNH48陪你跨越2016#</a>新年快乐！努力变成更好的人！2016一起加油吧～😊 ​​​
2016-01-04	34	302	752	晚上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>今天明天及以后我都不会去参加节目录制 不要给我投票啦～因为家里给公司请了假让我必须回来上学，至少要好好把高中念完[悲催]所以之前几次公演也没能上。其实我真的很想和大家一起外务<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span> 好啦继续做作业了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>爱你们 ​​​
